sessionId,runIndex,versionName,status,stopSource,stopReason,startedAt,endedAt,durationMs,runTimerWhiteAt,firstSalmonSpawnAt,secondSalmonSpawnAt,thirdSalmonSpawnAt,runEndDetectedAt,pouchesDetected,pouchesDetectedCount,runecraftLevel,colossalCapacity,greatGuardianVerified,greatGuardianClicks,altarLoopsConfirmed,estimatedRunesConfirmedLower,estimatedRunesConfirmedUpper,estimatedRunesPendingLower,estimatedRunesPendingUpper,salmonPortalClicks,salmonPortalConfirmations,chargedCellAttempts,chargedCellVerified,workbenchClicks,workbenchFallbackCount,workbenchTotalMs,salmonMiningTotalMs,altarTotalMs,redPortalSearches,redPortalMisses,redPortalTotalMs,activeRuneChanges,activeRuneTimerAvgMs,guardianTimerRefusals,guardianNoTargetScans,cameraRotateCount,objectMissCounts,altarEnterAt,altarExitAt,altarClickAt,workbenchStartAt,workbenchEndAt,salmonMiningStartAt,salmonMiningEndAt,greatGuardianClickAt,greatGuardianConfirmedAt,chargedCellClickAt,chargedCellConfirmedAt,runeDepositClickAt,runeDepositConfirmedAt
20260508-154556,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T19:45:56.185Z,2026-05-08T19:54:28.187Z,512002,null,2026-05-08T19:48:48.000Z,2026-05-08T19:50:52.000Z,2026-05-08T19:53:34.000Z,null,small|medium|large|giant,4,null,null,4,4,4,92,96,0,0,2,1,4,4,13,8,338000,11000,34000,5,1,4500,19,19800,0,1,7,altar:2|guardian:1|redPortal:1|salmonPortal:3,2026-05-08T19:51:48.000Z,2026-05-08T19:52:22.000Z,2026-05-08T19:48:28.000Z|2026-05-08T19:48:33.000Z|2026-05-08T19:48:38.000Z|2026-05-08T19:50:06.000Z|2026-05-08T19:50:11.000Z|2026-05-08T19:50:15.000Z|2026-05-08T19:51:50.000Z|2026-05-08T19:52:02.000Z|2026-05-08T19:52:06.000Z|2026-05-08T19:53:21.000Z|2026-05-08T19:53:26.000Z|2026-05-08T19:54:20.000Z,2026-05-08T19:47:24.000Z|2026-05-08T19:47:46.000Z|2026-05-08T19:47:59.000Z|2026-05-08T19:49:40.000Z|2026-05-08T19:49:52.000Z|2026-05-08T19:52:58.000Z|2026-05-08T19:53:05.000Z|2026-05-08T19:54:01.000Z|2026-05-08T19:54:05.000Z,2026-05-08T19:47:44.000Z|2026-05-08T19:47:58.000Z|2026-05-08T19:49:38.000Z|2026-05-08T19:49:51.000Z|2026-05-08T19:52:56.000Z|2026-05-08T19:53:04.000Z|2026-05-08T19:53:07.000Z|2026-05-08T19:54:03.000Z|2026-05-08T19:54:07.000Z,2026-05-08T19:51:03.000Z,2026-05-08T19:51:14.000Z,2026-05-08T19:49:02.000Z|2026-05-08T19:50:22.000Z|2026-05-08T19:52:23.000Z|2026-05-08T19:53:39.000Z,2026-05-08T19:49:08.000Z|2026-05-08T19:50:29.000Z|2026-05-08T19:52:28.000Z|2026-05-08T19:53:44.000Z,2026-05-08T19:49:08.000Z|2026-05-08T19:50:29.000Z|2026-05-08T19:52:28.000Z|2026-05-08T19:53:45.000Z,2026-05-08T19:49:13.000Z|2026-05-08T19:50:33.000Z|2026-05-08T19:52:32.000Z|2026-05-08T19:53:49.000Z,2026-05-08T19:49:16.000Z|2026-05-08T19:50:36.000Z|2026-05-08T19:52:35.000Z|2026-05-08T19:53:52.000Z,2026-05-08T19:49:24.000Z|2026-05-08T19:50:43.000Z|2026-05-08T19:50:46.000Z|2026-05-08T19:50:52.000Z|2026-05-08T19:52:42.000Z|2026-05-08T19:54:00.000Z
20260508-155459,1,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-08T19:54:59.751Z,2026-05-08T20:04:25.865Z,566114,2026-05-08T19:55:38.000Z,2026-05-08T19:58:12.000Z,2026-05-08T20:00:33.000Z,2026-05-08T20:02:53.000Z,2026-05-08T20:04:25.000Z,small|medium|large|giant,4,null,null,4,5,4,87,91,24,25,3,3,5,5,9,1,342865,25000,45000,5,0,2900,18,19800,0,2,3,altar:5|guardian:2|salmonPortal:4,2026-05-08T19:59:24.000Z|2026-05-08T20:03:48.000Z,2026-05-08T19:59:49.000Z|2026-05-08T20:04:08.000Z,2026-05-08T19:57:55.000Z|2026-05-08T19:58:00.000Z|2026-05-08T19:58:03.000Z|2026-05-08T19:59:30.000Z|2026-05-08T19:59:37.000Z|2026-05-08T19:59:41.000Z|2026-05-08T20:01:09.000Z|2026-05-08T20:01:14.000Z|2026-05-08T20:01:18.000Z|2026-05-08T20:02:27.000Z|2026-05-08T20:02:32.000Z|2026-05-08T20:02:36.000Z|2026-05-08T20:03:49.000Z|2026-05-08T20:03:55.000Z|2026-05-08T20:03:59.000Z,2026-05-08T19:57:07.000Z|2026-05-08T19:57:29.000Z|2026-05-08T19:57:41.000Z|2026-05-08T20:00:28.000Z|2026-05-08T20:01:47.000Z|2026-05-08T20:02:02.000Z|2026-05-08T20:02:13.000Z,2026-05-08T19:57:27.000Z|2026-05-08T19:57:40.000Z|2026-05-08T20:00:13.000Z|2026-05-08T20:00:33.000Z|2026-05-08T20:01:59.000Z|2026-05-08T20:02:12.000Z|null,2026-05-08T19:58:24.000Z|2026-05-08T20:00:42.000Z|2026-05-08T20:03:02.000Z,2026-05-08T19:58:33.000Z|2026-05-08T20:00:48.000Z|2026-05-08T20:03:12.000Z,2026-05-08T19:59:02.000Z|2026-05-08T19:59:49.000Z|2026-05-08T20:01:26.000Z|2026-05-08T20:02:44.000Z|2026-05-08T20:04:08.000Z,2026-05-08T19:59:06.000Z|2026-05-08T19:59:55.000Z|2026-05-08T20:01:32.000Z|2026-05-08T20:02:51.000Z,2026-05-08T19:59:06.000Z|2026-05-08T19:59:55.000Z|2026-05-08T20:01:32.000Z|2026-05-08T20:02:51.000Z|2026-05-08T20:04:14.000Z,2026-05-08T19:59:11.000Z|2026-05-08T19:59:59.000Z|2026-05-08T20:01:36.000Z|2026-05-08T20:02:53.000Z|2026-05-08T20:04:17.000Z,2026-05-08T20:00:02.000Z|2026-05-08T20:01:39.000Z|2026-05-08T20:04:19.000Z,2026-05-08T20:00:10.000Z|2026-05-08T20:01:46.000Z|2026-05-08T20:04:25.000Z
20260508-160425,2,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T20:04:25.868Z,2026-05-08T20:04:33.353Z,7485,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,null,null,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20260508-160512,1,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-08T20:05:12.377Z,2026-05-08T20:14:12.241Z,539864,null,2026-05-08T20:08:02.000Z,2026-05-08T20:10:11.000Z,2026-05-08T20:12:31.000Z,2026-05-08T20:14:12.000Z,small|medium|large|giant,4,null,null,4,5,4,90,94,26,27,3,2,5,5,12,6,319000,21000,47000,5,3,7000,19,19800,0,1,7,altar:7|guardian:1|redPortal:3|salmonPortal:5,2026-05-08T20:07:34.000Z|2026-05-08T20:13:35.000Z,2026-05-08T20:08:02.000Z|2026-05-08T20:13:54.000Z,2026-05-08T20:07:39.000Z|2026-05-08T20:07:47.000Z|2026-05-08T20:07:51.000Z|2026-05-08T20:09:19.000Z|2026-05-08T20:09:26.000Z|2026-05-08T20:09:30.000Z|2026-05-08T20:11:00.000Z|2026-05-08T20:11:05.000Z|2026-05-08T20:11:09.000Z|2026-05-08T20:12:17.000Z|2026-05-08T20:12:23.000Z|2026-05-08T20:13:38.000Z|2026-05-08T20:13:43.000Z|2026-05-08T20:13:47.000Z,2026-05-08T20:06:38.000Z|2026-05-08T20:06:50.000Z|2026-05-08T20:07:05.000Z|2026-05-08T20:07:17.000Z|2026-05-08T20:08:55.000Z|2026-05-08T20:09:07.000Z|2026-05-08T20:11:55.000Z|2026-05-08T20:12:07.000Z|2026-05-08T20:12:09.000Z,2026-05-08T20:06:45.000Z|2026-05-08T20:07:03.000Z|2026-05-08T20:07:16.000Z|2026-05-08T20:08:53.000Z|2026-05-08T20:09:06.000Z|2026-05-08T20:11:54.000Z|2026-05-08T20:12:06.000Z|2026-05-08T20:12:08.000Z|2026-05-08T20:12:11.000Z,2026-05-08T20:10:22.000Z|2026-05-08T20:12:45.000Z,2026-05-08T20:10:33.000Z|2026-05-08T20:12:55.000Z,2026-05-08T20:08:18.000Z|2026-05-08T20:09:43.000Z|2026-05-08T20:11:18.000Z|2026-05-08T20:12:30.000Z|2026-05-08T20:13:54.000Z,2026-05-08T20:08:23.000Z|2026-05-08T20:09:50.000Z|2026-05-08T20:11:25.000Z|2026-05-08T20:12:34.000Z,2026-05-08T20:08:23.000Z|2026-05-08T20:09:50.000Z|2026-05-08T20:11:25.000Z|2026-05-08T20:13:21.000Z|2026-05-08T20:14:00.000Z,2026-05-08T20:08:29.000Z|2026-05-08T20:09:55.000Z|2026-05-08T20:11:30.000Z|2026-05-08T20:13:25.000Z|2026-05-08T20:14:03.000Z,2026-05-08T20:08:32.000Z|2026-05-08T20:09:57.000Z|2026-05-08T20:11:34.000Z|2026-05-08T20:14:06.000Z,2026-05-08T20:08:39.000Z|2026-05-08T20:10:03.000Z|2026-05-08T20:10:08.000Z|2026-05-08T20:10:11.000Z|2026-05-08T20:11:40.000Z|2026-05-08T20:14:12.000Z
20260508-161412,2,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T20:14:12.253Z,2026-05-08T20:14:16.235Z,3982,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,null,null,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20260508-161504,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T20:15:04.518Z,2026-05-08T20:24:18.430Z,553912,null,2026-05-08T20:17:31.000Z,2026-05-08T20:19:50.000Z,2026-05-08T20:22:10.000Z,null,small|medium|large|giant,4,null,null,4,5,4,89,93,28,29,2,2,5,5,10,4,281000,20000,111000,5,5,9400,18,19800,0,1,8,altar:16|guardian:1|redPortal:5|salmonPortal:2,2026-05-08T20:18:29.000Z|2026-05-08T20:20:04.000Z|2026-05-08T20:21:31.000Z|2026-05-08T20:23:35.000Z,2026-05-08T20:18:56.000Z|2026-05-08T20:20:29.000Z|2026-05-08T20:21:57.000Z|2026-05-08T20:24:08.000Z,2026-05-08T20:17:13.000Z|2026-05-08T20:17:18.000Z|2026-05-08T20:17:22.000Z|2026-05-08T20:18:33.000Z|2026-05-08T20:18:41.000Z|2026-05-08T20:18:45.000Z|2026-05-08T20:20:09.000Z|2026-05-08T20:20:16.000Z|2026-05-08T20:20:20.000Z|2026-05-08T20:21:40.000Z|2026-05-08T20:21:48.000Z|2026-05-08T20:23:38.000Z|2026-05-08T20:23:46.000Z|2026-05-08T20:23:51.000Z,2026-05-08T20:16:25.000Z|2026-05-08T20:16:47.000Z|2026-05-08T20:16:59.000Z|2026-05-08T20:19:33.000Z|2026-05-08T20:19:45.000Z|2026-05-08T20:21:07.000Z|2026-05-08T20:21:16.000Z,2026-05-08T20:16:45.000Z|2026-05-08T20:16:58.000Z|2026-05-08T20:19:31.000Z|2026-05-08T20:19:44.000Z|2026-05-08T20:21:05.000Z|2026-05-08T20:21:13.000Z|2026-05-08T20:21:17.000Z,2026-05-08T20:17:37.000Z|2026-05-08T20:22:28.000Z,2026-05-08T20:17:46.000Z|2026-05-08T20:22:39.000Z,2026-05-08T20:18:14.000Z|2026-05-08T20:18:56.000Z|2026-05-08T20:20:30.000Z|2026-05-08T20:21:57.000Z|2026-05-08T20:24:09.000Z,2026-05-08T20:18:17.000Z|2026-05-08T20:19:02.000Z|2026-05-08T20:20:36.000Z|2026-05-08T20:22:04.000Z,2026-05-08T20:18:17.000Z|2026-05-08T20:19:02.000Z|2026-05-08T20:20:36.000Z|2026-05-08T20:22:04.000Z|2026-05-08T20:24:14.000Z,2026-05-08T20:18:21.000Z|2026-05-08T20:19:07.000Z|2026-05-08T20:20:42.000Z|2026-05-08T20:22:08.000Z|2026-05-08T20:24:17.000Z,2026-05-08T20:19:11.000Z|2026-05-08T20:20:45.000Z|2026-05-08T20:22:11.000Z,2026-05-08T20:19:16.000Z|2026-05-08T20:20:52.000Z|2026-05-08T20:22:16.000Z
20260508-163259,1,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-08T20:32:59.083Z,2026-05-08T20:43:07.620Z,608537,2026-05-08T20:34:01.000Z,2026-05-08T20:36:36.000Z,2026-05-08T20:38:57.000Z,2026-05-08T20:41:24.000Z,2026-05-08T20:43:07.000Z,small|medium|large|giant,4,null,null,4,5,4,95,99,23,24,5,3,5,5,8,0,359620,27000,30000,5,0,2900,20,19800,0,2,5,altar:6|guardian:2|salmonPortal:8,2026-05-08T20:37:50.000Z,2026-05-08T20:38:20.000Z,2026-05-08T20:36:19.000Z|2026-05-08T20:36:23.000Z|2026-05-08T20:36:27.000Z|2026-05-08T20:38:00.000Z|2026-05-08T20:38:07.000Z|2026-05-08T20:38:11.000Z|2026-05-08T20:39:44.000Z|2026-05-08T20:39:50.000Z|2026-05-08T20:39:54.000Z|2026-05-08T20:41:08.000Z|2026-05-08T20:41:12.000Z|2026-05-08T20:41:16.000Z|2026-05-08T20:42:33.000Z|2026-05-08T20:42:38.000Z|2026-05-08T20:42:42.000Z,2026-05-08T20:35:31.000Z|2026-05-08T20:35:53.000Z|2026-05-08T20:36:05.000Z|2026-05-08T20:38:56.000Z|2026-05-08T20:40:27.000Z|2026-05-08T20:40:41.000Z|2026-05-08T20:40:53.000Z,2026-05-08T20:35:51.000Z|2026-05-08T20:36:04.000Z|2026-05-08T20:38:54.000Z|2026-05-08T20:38:58.000Z|2026-05-08T20:40:39.000Z|2026-05-08T20:40:52.000Z|null,2026-05-08T20:36:50.000Z|2026-05-08T20:39:18.000Z|2026-05-08T20:41:34.000Z,2026-05-08T20:37:02.000Z|2026-05-08T20:39:24.000Z|2026-05-08T20:41:43.000Z,2026-05-08T20:37:27.000Z|2026-05-08T20:38:20.000Z|2026-05-08T20:40:02.000Z|2026-05-08T20:42:03.000Z|2026-05-08T20:42:49.000Z,2026-05-08T20:37:33.000Z|2026-05-08T20:38:26.000Z|2026-05-08T20:40:09.000Z|2026-05-08T20:42:08.000Z,2026-05-08T20:37:33.000Z|2026-05-08T20:38:26.000Z|2026-05-08T20:40:09.000Z|2026-05-08T20:42:08.000Z|2026-05-08T20:42:56.000Z,2026-05-08T20:37:38.000Z|2026-05-08T20:38:30.000Z|2026-05-08T20:40:14.000Z|2026-05-08T20:42:12.000Z|2026-05-08T20:42:59.000Z,2026-05-08T20:38:33.000Z|2026-05-08T20:40:19.000Z|2026-05-08T20:43:01.000Z,2026-05-08T20:38:40.000Z|2026-05-08T20:40:26.000Z|2026-05-08T20:43:07.000Z
20260508-164307,2,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T20:43:07.624Z,2026-05-08T20:43:33.221Z,25597,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,null,null,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20260508-164401,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T20:44:01.866Z,2026-05-08T20:51:36.288Z,454422,null,2026-05-08T20:46:47.000Z,2026-05-08T20:48:42.000Z,2026-05-08T20:51:00.000Z,null,small|medium|large|giant,4,null,null,3,4,3,77,80,0,0,2,1,3,3,14,20,173000,11000,27000,3,0,1700,17,19800,0,8,10,altar:6|guardian:8|runeDeposit:1|salmonPortal:2,2026-05-08T20:46:19.000Z,2026-05-08T20:46:46.000Z,2026-05-08T20:46:27.000Z|2026-05-08T20:46:34.000Z|2026-05-08T20:46:37.000Z|2026-05-08T20:48:11.000Z|2026-05-08T20:48:16.000Z|2026-05-08T20:48:20.000Z|2026-05-08T20:49:53.000Z|2026-05-08T20:50:01.000Z|2026-05-08T20:50:05.000Z,2026-05-08T20:45:17.000Z|2026-05-08T20:45:38.000Z|2026-05-08T20:47:16.000Z|2026-05-08T20:47:32.000Z|2026-05-08T20:47:44.000Z|2026-05-08T20:49:23.000Z|2026-05-08T20:49:42.000Z|2026-05-08T20:49:44.000Z|2026-05-08T20:50:35.000Z|2026-05-08T20:50:40.000Z,2026-05-08T20:45:36.000Z|2026-05-08T20:45:49.000Z|2026-05-08T20:47:30.000Z|2026-05-08T20:47:43.000Z|2026-05-08T20:49:22.000Z|2026-05-08T20:49:35.000Z|2026-05-08T20:49:43.000Z|2026-05-08T20:49:46.000Z|2026-05-08T20:50:38.000Z|2026-05-08T20:50:42.000Z,2026-05-08T20:51:07.000Z,2026-05-08T20:51:18.000Z,2026-05-08T20:46:51.000Z|2026-05-08T20:46:58.000Z|2026-05-08T20:48:30.000Z|2026-05-08T20:50:14.000Z,2026-05-08T20:47:01.000Z|2026-05-08T20:48:36.000Z|2026-05-08T20:50:19.000Z,2026-05-08T20:47:01.000Z|2026-05-08T20:48:36.000Z|2026-05-08T20:50:19.000Z,2026-05-08T20:47:06.000Z|2026-05-08T20:48:39.000Z|2026-05-08T20:50:23.000Z,2026-05-08T20:47:09.000Z|2026-05-08T20:48:43.000Z|2026-05-08T20:50:26.000Z,2026-05-08T20:47:16.000Z|2026-05-08T20:48:48.000Z
20260508-165219,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T20:52:19.282Z,2026-05-08T21:00:05.031Z,465749,2026-05-08T20:53:16.000Z,2026-05-08T20:56:14.000Z,2026-05-08T20:58:09.000Z,null,null,small|medium|large|giant,4,null,null,3,3,3,78,81,0,0,2,1,3,3,6,0,313031,11000,49000,3,0,1800,15,19900,0,4,4,altar:8|guardian:3|runeDeposit:3|salmonPortal:1,2026-05-08T20:55:46.000Z|2026-05-08T20:59:12.000Z,2026-05-08T20:56:14.000Z|2026-05-08T20:59:33.000Z,2026-05-08T20:55:53.000Z|2026-05-08T20:56:01.000Z|2026-05-08T20:56:04.000Z|2026-05-08T20:57:33.000Z|2026-05-08T20:57:38.000Z|2026-05-08T20:57:42.000Z|2026-05-08T20:59:15.000Z|2026-05-08T20:59:20.000Z|2026-05-08T20:59:23.000Z,2026-05-08T20:54:46.000Z|2026-05-08T20:55:08.000Z|2026-05-08T20:55:20.000Z|2026-05-08T20:57:07.000Z|2026-05-08T20:57:19.000Z,2026-05-08T20:55:06.000Z|2026-05-08T20:55:19.000Z|2026-05-08T20:57:05.000Z|2026-05-08T20:57:18.000Z|null,2026-05-08T20:58:21.000Z,2026-05-08T20:58:32.000Z,2026-05-08T20:56:27.000Z|2026-05-08T20:57:52.000Z|2026-05-08T20:59:33.000Z,2026-05-08T20:56:32.000Z|2026-05-08T20:57:58.000Z|2026-05-08T20:59:40.000Z,2026-05-08T20:56:32.000Z|2026-05-08T20:57:58.000Z|2026-05-08T20:59:40.000Z,2026-05-08T20:56:36.000Z|2026-05-08T20:58:03.000Z|2026-05-08T20:59:45.000Z,2026-05-08T20:56:43.000Z|2026-05-08T20:58:07.000Z,2026-05-08T20:56:50.000Z|2026-05-08T20:58:13.000Z
20260508-172038,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T21:20:38.358Z,2026-05-08T21:25:23.053Z,284695,2026-05-08T21:22:00.000Z,null,null,null,null,small|medium|large|giant,4,null,null,0,0,0,0,0,0,0,0,0,0,0,3,0,109053,null,null,0,0,0,5,19800,0,2,2,altar:1|guardian:2,null,null,2026-05-08T21:24:25.000Z,2026-05-08T21:23:31.000Z|2026-05-08T21:23:53.000Z|2026-05-08T21:24:06.000Z,2026-05-08T21:23:51.000Z|2026-05-08T21:24:05.000Z|null,null,null,null,null,null,null,null,null
20260508-173132,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T21:31:32.364Z,2026-05-08T21:37:53.405Z,381041,null,2026-05-08T21:34:20.000Z,2026-05-08T21:36:32.000Z,null,null,small|medium|large|giant,4,null,null,1,19,1,18,19,0,0,2,2,1,1,3,0,286405,20000,18000,1,0,700,13,19900,8,2,3,altar:1|guardian:2|salmonPortal:3,2026-05-08T21:35:41.000Z,2026-05-08T21:35:59.000Z,2026-05-08T21:34:00.000Z|2026-05-08T21:34:07.000Z|2026-05-08T21:34:10.000Z|2026-05-08T21:35:42.000Z,2026-05-08T21:33:04.000Z|2026-05-08T21:33:26.000Z|2026-05-08T21:33:38.000Z,2026-05-08T21:33:24.000Z|2026-05-08T21:33:37.000Z|null,2026-05-08T21:34:31.000Z|2026-05-08T21:36:44.000Z,2026-05-08T21:34:42.000Z|2026-05-08T21:36:53.000Z,2026-05-08T21:35:14.000Z|2026-05-08T21:35:59.000Z|2026-05-08T21:36:08.000Z|2026-05-08T21:36:11.000Z|2026-05-08T21:36:16.000Z|2026-05-08T21:36:21.000Z|2026-05-08T21:36:26.000Z|2026-05-08T21:36:30.000Z|2026-05-08T21:37:01.000Z|2026-05-08T21:37:05.000Z|2026-05-08T21:37:09.000Z|2026-05-08T21:37:15.000Z|2026-05-08T21:37:19.000Z|2026-05-08T21:37:25.000Z|2026-05-08T21:37:29.000Z|2026-05-08T21:37:32.000Z|2026-05-08T21:37:37.000Z|2026-05-08T21:37:43.000Z|2026-05-08T21:37:48.000Z,2026-05-08T21:35:17.000Z,2026-05-08T21:35:17.000Z,2026-05-08T21:35:22.000Z,null,null
20260508-174115,1,optimized-mining-workbench-travel-time,clean_complete,bot,gotr-round-restart,2026-05-08T21:41:15.928Z,2026-05-08T21:49:44.585Z,508657,null,2026-05-08T21:46:14.000Z,2026-05-08T21:48:30.000Z,null,2026-05-08T21:49:44.000Z,small|medium|large|giant,4,null,null,4,4,4,82,86,0,0,2,2,4,4,9,1,169000,13000,89000,4,6,11600,19,19900,4,3,9,altar:12|chargedCellDeposit:1|guardian:3|redPortal:6|salmonPortal:1,2026-05-08T21:43:51.000Z|2026-05-08T21:45:43.000Z|2026-05-08T21:47:21.000Z,2026-05-08T21:44:24.000Z|2026-05-08T21:46:14.000Z|2026-05-08T21:47:46.000Z,2026-05-08T21:43:55.000Z|2026-05-08T21:44:03.000Z|2026-05-08T21:44:07.000Z|2026-05-08T21:45:52.000Z|2026-05-08T21:45:59.000Z|2026-05-08T21:46:03.000Z|2026-05-08T21:47:25.000Z|2026-05-08T21:47:33.000Z|2026-05-08T21:47:37.000Z|2026-05-08T21:49:10.000Z|2026-05-08T21:49:15.000Z|2026-05-08T21:49:19.000Z,2026-05-08T21:42:49.000Z|2026-05-08T21:43:10.000Z|2026-05-08T21:43:23.000Z|2026-05-08T21:45:04.000Z|2026-05-08T21:45:12.000Z|2026-05-08T21:48:08.000Z|2026-05-08T21:48:24.000Z,2026-05-08T21:43:08.000Z|2026-05-08T21:43:22.000Z|2026-05-08T21:45:03.000Z|2026-05-08T21:45:10.000Z|2026-05-08T21:45:24.000Z|2026-05-08T21:48:22.000Z|2026-05-08T21:48:30.000Z,2026-05-08T21:46:27.000Z|2026-05-08T21:48:40.000Z,2026-05-08T21:46:36.000Z|2026-05-08T21:48:44.000Z,2026-05-08T21:44:25.000Z|2026-05-08T21:47:04.000Z|2026-05-08T21:47:47.000Z|2026-05-08T21:49:27.000Z,2026-05-08T21:44:32.000Z|2026-05-08T21:47:08.000Z|2026-05-08T21:47:53.000Z|2026-05-08T21:49:32.000Z,2026-05-08T21:44:32.000Z|2026-05-08T21:47:08.000Z|2026-05-08T21:47:54.000Z|2026-05-08T21:49:32.000Z,2026-05-08T21:44:42.000Z|2026-05-08T21:47:12.000Z|2026-05-08T21:47:57.000Z|2026-05-08T21:49:36.000Z,2026-05-08T21:44:46.000Z|2026-05-08T21:48:00.000Z|2026-05-08T21:49:38.000Z,2026-05-08T21:44:53.000Z|2026-05-08T21:48:08.000Z|2026-05-08T21:49:44.000Z
20260508-175059,1,optimized-mining-workbench-travel-time,stopped_f4,f4,bot-stopped,2026-05-08T21:50:59.980Z,2026-05-08T21:59:26.773Z,506793,null,2026-05-08T21:53:40.000Z,2026-05-08T21:55:55.000Z,2026-05-08T21:58:18.000Z,null,small|medium|large|giant,4,null,null,3,3,3,52,55,18,19,4,3,3,3,5,2,411773,31000,84000,4,2,7000,18,19800,5,0,5,altar:14|redPortal:2|salmonPortal:7,2026-05-08T21:55:07.000Z|2026-05-08T21:57:07.000Z,2026-05-08T21:55:49.000Z|2026-05-08T21:57:49.000Z,2026-05-08T21:53:23.000Z|2026-05-08T21:53:28.000Z|2026-05-08T21:53:32.000Z|2026-05-08T21:55:20.000Z|2026-05-08T21:55:30.000Z|2026-05-08T21:55:34.000Z|2026-05-08T21:57:21.000Z|2026-05-08T21:57:31.000Z|2026-05-08T21:57:35.000Z|2026-05-08T21:59:09.000Z|2026-05-08T21:59:15.000Z|2026-05-08T21:59:19.000Z,2026-05-08T21:52:29.000Z|2026-05-08T21:52:37.000Z|2026-05-08T21:52:41.000Z|2026-05-08T21:52:55.000Z|2026-05-08T21:53:07.000Z,2026-05-08T21:52:36.000Z|2026-05-08T21:52:40.000Z|2026-05-08T21:52:52.000Z|2026-05-08T21:53:06.000Z|null,2026-05-08T21:54:00.000Z|2026-05-08T21:56:13.000Z|2026-05-08T21:58:26.000Z,2026-05-08T21:54:09.000Z|2026-05-08T21:56:23.000Z|2026-05-08T21:58:38.000Z,2026-05-08T21:54:41.000Z|2026-05-08T21:55:50.000Z|2026-05-08T21:57:49.000Z,2026-05-08T21:54:47.000Z|2026-05-08T21:55:56.000Z|2026-05-08T21:57:57.000Z,2026-05-08T21:54:47.000Z|2026-05-08T21:56:54.000Z|2026-05-08T21:57:57.000Z,2026-05-08T21:54:52.000Z|2026-05-08T21:56:56.000Z|2026-05-08T21:58:04.000Z,2026-05-08T21:58:08.000Z,2026-05-08T21:58:15.000Z|2026-05-08T21:58:18.000Z
